title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	published.online	update.policy	language	short.container.title	isbn	archive	subtitle	archive_	na.
Avaliação da modulação autonômica em indivíduos com síndrome de Down na equoterapia	NA	http://dx.doi.org/10.5585/conssaude.v15n3.6360	NA	ConScientiae Saúde	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Domingos Emanuel Bevilacqua Junior, Laís Lorena de Melo Lopes, Marilita Falangola Accioly, Mariane Fernandes Ribeiro, Alex Abadio Ferreira, Vicente De Paula Antunes Teixeira, Ana Paula Espindula	1983-9324,1677-1028	0	NA	NA	B2	2017-03-06	2024-05-09	NA	10.5585/conssaude.v15n3.6360	2024-05-09	3	2017-01-23	3664	433-439	10.5585	University Nove de Julho	1	Crossref	0	0	7	journal-article	15	2017-01-23	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Beetroot juice intake with different amounts of nitrate does not change aerobic exercise-mediated responses in heart rate variability in hypertensive postmenopausal women: A randomized, crossover and double-blind study	NA	http://dx.doi.org/10.1016/j.jesf.2020.12.001	NA	Journal of Exercise Science &amp; Fitness	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Victor Hugo V. Carrijo, Ana Luiza Amaral, Igor M. Mariano, Tállita Cristina F. de Souza, Jaqueline P. Batista, Erick P. de Oliveira, Guilherme M. Puga	1728-869X	0	5.1	0.743	A4	2020-12-18	2021-02-18	2021-04	10.1016/j.jesf.2020.12.001	2024-05-16	2	2021-04	78	104-110	10.1016	Elsevier BV	1	Crossref	44	44	5	journal-article	19	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Exercise Science &amp; Fitness	NA	NA	NA	NA	NA
Benefícios da massagem infantil em recém-nascidos e lactentes: Revisão integrativa	NA	http://dx.doi.org/10.33448/rsd-v12i1.39594	NA	Research, Society and Development	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verônica da Silva Carvalho, Maria Paula Custódio Silva, Luana Tamires da Silva Alves, Nylze Helena Guillarducci Rocha, Divanice Contim, Nuno Miguel Lopes de Oliveira	2525-3409	0	NA	NA	C	2023-01-12	2023-01-12	NA	10.33448/rsd-v12i1.39594	2023-01-13	1	2023-01-11	19099	e28212139594	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	12	2023-01-11	NA	NA	RSD	NA	NA	NA	NA	NA
Biomechanical Analysis of the Closed Kinetic Chain Upper-Extremity Stability Test	NA	http://dx.doi.org/10.1123/jsr.2015-0071	NA	Journal of Sport Rehabilitation	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Helga T. Tucci, Lilian R. Felicio, Kevin J. McQuade, Debora Bevilaqua-Grossi, Paula Maria Ferreira Camarini, Anamaria S. Oliveira	1056-6716,1543-3072	0	3.2	0.58	A4	2015-07-13	2022-05-19	2017-01	10.1123/jsr.2015-0071	2024-03-26	1	2017-01	100	42-50	10.1123	Human Kinetics	1	Crossref	0	0	24	journal-article	26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Blood Pressure and Heart Rate Variability Responses to High-Intensity Interval Training in Untrained Postmenopausal Women	NA	http://dx.doi.org/10.1080/02701367.2021.1917756	NA	Research Quarterly for Exercise and Sport	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Victor Hugo de Freitas, Igor Moraes Mariano, Ana Luiza Amaral, Mateus Lima Rodrigues, Victor Hugo Vilarinho Carrijo, Fábio Yuzo Nakamura, Guilherme Morais Puga	0270-1367,2168-3824	0	4.3	0.748	A3	2021-10-28	2022-11-29	2022-10-02	10.1080/02701367.2021.1917756	2024-04-14	4	2021-10-28	301	749-757	10.1080	Informa UK Limited	1	Crossref	29	29	4	journal-article	93	2021-10-28	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Research Quarterly for Exercise and Sport	NA	NA	NA	NA	NA
Can the choice reaction time be modified after COVID-19 diagnosis? A prospective cohort study	NA	http://dx.doi.org/10.1590/1980-5764-dn-2021-0116	NA	Dementia &amp; Neuropsychologia	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gustavo José Luvizutto, Angélica Taciana Sisconetto, Pablo Andrei Appelt, Kelly Savana Minaré Baldo Sucupira, Eduardo de Moura Neto, Luciane Aparecida Pascucci Sande de Souza	1980-5764	0	2.7	0.42	B2	2022-05-24	2022-09-27	NA	10.1590/1980-5764-dn-2021-0116	2024-06-12	3	2022-09	530	354-360	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	3	journal-article	16	2022-09	NA	NA	Dement. neuropsychol.	NA	NA	NA	NA	NA
Capacidade para o trabalho e qualidade de vida no Crossfit	NA	http://dx.doi.org/10.18554/refacs.v8i2.4329	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Antônio Ribeiro Neto, Lucimara Ferreira Magalhães, Isabel Aparecida Porcatti de Walsh, Dernival Bertoncello	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4329	2022-08-24	2	2020-03-03	7811	242	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	1	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Características da dor no joelho em idosos usuários da atenção primária à saúde, segundo aspectos sociodemográficos	NA	http://dx.doi.org/10.15343/0104-7809.202246493502p	NA	O Mundo da Saúde	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jean Barbosa Luciano, Mariana Thays Carvalho Moreira, Daiane Aparecida Damasceno, Gabriel Ferreira Aleixo, Lara Andrade Souza, Adriana Cristina de Araújo Figueiredo, Juliana Martins Pinto	0104-7809,1980-3990	0	0.2	0.121	B4	2023-01-26	2023-01-26	2022-01-01	10.15343/0104-7809.202246493502p	2023-01-27	NA	2022-01-01	6018	493-502	10.15343	Centro Universitario Sao Camilo - Sao Paulo	1	Crossref	0	0	0	journal-article	46	2022-12-31	NA	NA	Mundo Saúde	NA	NA	NA	NA	NA
Cardiovascular responses to pelvic floor muscle contraction in healthy women: Prospective study	NA	http://dx.doi.org/10.1016/j.ejogrb.2020.05.050	NA	European Journal of Obstetrics &amp; Gynecology and Reproductive Biology	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alana Maria G. Bastos, Aparecida M. Catai, Soraia P. Jürgensen, Grasiela N. Correia, Vanessa S. Pereira-Baldon, Natalia Perseguini, Audrey Borghi-Silva, Patricia Driusso	0301-2115	0	4.0	0.78	A4	2020-06-09	2021-08-17	2020-09	10.1016/j.ejogrb.2020.05.050	2023-08-21	NA	2020-09	78	36-42	10.1016	Elsevier BV	1	Crossref	32	32	1	journal-article	252	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	European Journal of Obstetrics &amp; Gynecology and Reproductive Biology	NA	NA	NA	NA	NA
Caregiver‘s assistance in the self-care functional skills in children with low vision age 2 to 3 years	NA	http://dx.doi.org/10.5935/0034-7280.20170004	NA	Revista Brasileira de Oftalmologia	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Janaine Brandão, Gabriel Antonio Nogueira Nascentes, Karina Pereira	0034-7280	0	0.3	0.146	B2	2017-02-14	2021-06-02	2017	10.5935/0034-7280.20170004	2022-03-30	1	2017	23200	NA	10.37039	Revista Brasileira de Oftalmologia	1	Crossref	0	0	0	journal-article	76	NA	NA	en	NA	NA	NA	NA	NA	NA
Carpal tunnel syndrome: mobilization and segmental stabilization	NA	http://dx.doi.org/10.1590/1980-5918.029.003.ao15	NA	Fisioterapia em Movimento	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	David Fedrigo Moraes, Andréa Licre Pessina Gasparini, Marco Aurélio Sertório Grecco, Nathalia Helen Neves Almeida, Tamiris Cassin Mainardi, Luciane Fernanda Rodrigues Martinho Fernandes	0103-5150	0	0.3	NA	B1	2016-10-01	2022-07-09	2016-09	10.1590/1980-5918.029.003.ao15	2024-06-14	3	2016-09	530	569-579	10.1590	FapUNIFESP (SciELO)	1	Crossref	36	36	1	journal-article	29	NA	NA	NA	Fisioter. mov.	NA	NA	NA	NA	NA
Choice reaction time can be influenced by intervention protocols after stroke: A systematic review	NA	http://dx.doi.org/10.1016/j.jbmt.2020.08.013	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tamise Aguiar Caires, Ana Caroline Magrine Bruno, Luciane Fernanda Rodrigues Martinho Fernandes, Adriano de Oliveira Andrade, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	1360-8592	0	2.5	0.48	A2	2020-09-02	2021-05-13	2021-04	10.1016/j.jbmt.2020.08.013	2022-04-02	NA	2021-04	78	207-213	10.1016	Elsevier BV	1	Crossref	22	22	0	journal-article	26	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Bodywork and Movement Therapies	NA	NA	NA	NA	NA
Clinical factors associated with trunk control after stroke: A prospective study	NA	http://dx.doi.org/10.1080/10749357.2020.1805244	NA	Topics in Stroke Rehabilitation	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Laís Geronutti Martins, Rafael Dalle Molle da Costa, Lorena Cristina Alvarez Sartor, Juli Thomaz de Souza, Fernanda Cristina Winckler, Taís Regina da Silva, Gabriel Pinheiro Modolo, Hélio Rubens De Carvalho Nunes, Silméia Garcia Zanati Bazan, Luis Cuadrado Martin, Gustavo José Luvizutto, Rodrigo Bazan	1074-9357,1945-5119	0	4.5	0.835	A1	2020-08-10	2021-03-25	2021-04-03	10.1080/10749357.2020.1805244	2024-05-29	3	2020-08-10	301	181-189	10.1080	Informa UK Limited	1	Crossref	42	42	7	journal-article	28	2020-08-10	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Topics in Stroke Rehabilitation	NA	NA	NA	NA	NA
Clinical functional evaluation of female's pelvic floor: integrative review	NA	http://dx.doi.org/10.1590/1980-5918.031.ao24	NA	Fisioterapia em Movimento	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Carolina Nociti Lopes Fernandes, Bianca Manzan Reis, Lislei Jorge Patrizzi, Maria Cristina Cortez Carneiro Meirelles	1980-5918	0	0.3	0.123	B1	2018-06-12	2022-08-25	NA	10.1590/1980-5918.031.ao24	2024-06-18	0	2018-06-07	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	55	55	5	journal-article	31	2018-06-07	NA	NA	Fisioter. mov.	NA	NA	NA	NA	NA
Collaborative robotic biomechanical interactions and gait adjustments in young, non-impaired individuals	NA	http://dx.doi.org/10.1186/s12984-016-0166-1	NA	Journal of NeuroEngineering and Rehabilitation	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Valdeci C. Dionisio, David A. Brown	1743-0003	0	8.8	1.291	A1	2016-06-16	2020-09-22	2016-12	10.1186/s12984-016-0166-1	2023-08-19	1	2016-06-16	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	23	23	9	journal-article	13	2016-06-16	http://dx.doi.org/10.1007/springer_crossmark_policy	en	J NeuroEngineering Rehabil	NA	NA	NA	NA	NA
Comparative study of pain in women submitted to conventional laparoscopic cholecystectomy versus single-port laparoscopic cholecystectomy	NA	http://dx.doi.org/10.1590/s0102-865020170060000008	NA	Acta Cirurgica Brasileira	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Júverson Alves Terra Júnior, Guilherme Azevedo Terra, Marisa de Carvalho Borges, Tharsus Dias Takeuti, Luciana Garcia Pereira Castro, Simone Souza Lima, Luciane Fernanda Rodrigues Martinho Fernandes, Alex Augusto da Silva, Eduardo Crema	0102-8650	0	2.4	0.267	A4	2017-07-06	2017-07-19	2017-06	10.1590/s0102-865020170060000008	2024-05-17	6	2017-06	530	475-481	10.1590	FapUNIFESP (SciELO)	1	Crossref	20	20	1	journal-article	32	NA	NA	NA	Acta Cir. Bras.	NA	NA	NA	NA	NA
Comparison between conventional protective mechanical ventilation and
            high-frequency oscillatory ventilation associated with the prone position	NA	http://dx.doi.org/10.5935/0103-507x.20170067	NA	Revista Brasileira de Terapia Intensiva	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	José Roberto Fioretto, Susiane Oliveira Klefens, Rafaelle Fernandes Pires, Cilmery Suemi Kurokawa, Mario Ferreira Carpi, Rossano César Bonatto, Marcos Aurélio Moraes, Carlos Fernando Ronchi	0103-507X	0	2.7	0.373	B1	2018-01-08	2024-02-15	2017	10.5935/0103-507x.20170067	2024-02-15	4	2017	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	1	journal-article	29	NA	NA	en	NA	NA	NA	NA	NA	NA
Conhecimento e satisfação dos usuários de uma unidade básica sobre os serviços de saúde	NA	http://dx.doi.org/10.18554/refacs.v8i2.4334	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gilda Mayumi Garcez da Silva Honda, Jéssica Carvalho Lima, Marilita Falangola Accioly, Lislei Jorge Patrizzi Martins, Suraya Gomes Novais Shimano, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4334	2022-04-04	2	2020-03-03	7811	282	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Controle de tronco e sua relação com quadro clínico, área comprometida e fase pós-acidente vascular encefálico	NA	http://dx.doi.org/10.1590/1809-2950/17025025022018	NA	Fisioterapia e Pesquisa	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tamise Aguiar Caires, Gislaine Valeria Silva, Shamyr Sulyvan de Castro, Luciane Aparecida Pascucci Sande de Souza	2316-9117,1809-2950	0	NA	NA	B1	2018-07-27	2019-10-21	NA	10.1590/1809-2950/17025025022018	2022-03-29	2	2018-06	530	224-228	10.1590	FapUNIFESP (SciELO)	1	Crossref	17	17	1	journal-article	25	2018-06	NA	NA	Fisioter. Pesqui.	NA	NA	NA	NA	NA
CONTROLE POSTURAL DE ATLETAS COM DIFERENTES GRAUS DE  DEFICIÊNCIA VISUAL	NA	http://dx.doi.org/10.4025/jphyseduc.v29i1.2936	NA	Journal of Physical Education	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Claudemir do Nascimento Santos, Thiago Lemos de Carvalho, Lilian Ramiro Felício, Míriam Raquel  Meira Mainenti, Patrícia dos Santos Vigário	2448-2455	0	0.7	0.226	B1	2018-05-15	2018-05-15	NA	10.4025/jphyseduc.v29i1.2936	2023-03-27	1	2018	2451	NA	10.4025	Universidade Estadual de Maringa	1	Crossref	0	0	3	journal-article	29	2018	NA	NA	J Phys Educ	NA	NA	NA	NA	NA
Correlação entre avaliação física virtual e de desempenho funcional em mulheres: Um estudo piloto	NA	http://dx.doi.org/10.17648/aces.v7n1.3497	NA	Arquivos de Ciências do Esporte	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marina Andrade Donzeli, Lucas Gabriel Coelho Gomes, Eduardo Henrique Pereira Rodrigues, Gustavo De Mello Rodrigues, Dernival Bertoncello, Daniel Ferreira Moreira Lobato	2317-7136	0	NA	NA	B2	2019-08-05	2022-06-14	NA	10.17648/aces.v7n1.3497	2022-06-14	1	2019-07-31	11875	NA	10.29327	Even3	1	Crossref	0	0	0	journal-article	7	2019-07-31	NA	NA	Arq Cien Esp	NA	NA	NA	NA	NA
Correlação entre qualidade de vida e distúrbios osteomusculares relacionados ao trabalho em mineiros	NA	http://dx.doi.org/10.3895/rbqv.v8n1.3744	NA	Revista Brasileira de Qualidade de Vida	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Milena Nunes Alves de Sousa, Branca Maria de Oliveira Santos, José Eduardo Zaia, Dernival Bertoncello, Paulo Roberto Veiga Quemelo	2175-0858	0	NA	NA	B4	2016-06-03	2016-06-03	NA	10.3895/rbqv.v8n1.3744	2022-05-27	1	2016-05-15	2260	NA	10.3895	Universidade Tecnologica Federal do Parana (UTFPR)	1	Crossref	0	0	1	journal-article	8	2016-05-15	NA	NA	R. bras. Qual. Vida	NA	NA	NA	NA	NA
Corticóides inalatórios na capacidade funcional de indíviduos com doença pulmonar obstrutiva crônica	NA	http://dx.doi.org/10.5585/conssaude.v18n4.14921	NA	ConScientiae Saúde	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jullyne Carvalho Ferreira, Eliane Maria De Carvalho, Ednaldo Carvalho Guimarães, Vanessa Martins Pereira Silva Moreira, Jessica Garcia Jorge, Valdeci Carlos Dionísio	1983-9324,1677-1028	0	NA	NA	B2	2020-07-20	2024-05-09	NA	10.5585/conssaude.v18n4.14921	2024-05-10	4	2020-07-20	3664	455-469	10.5585	University Nove de Julho	1	Crossref	0	0	0	journal-article	18	2020-07-20	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Could emotional and sensitization status affect postural sway in adults with knee osteoarthritis?	NA	http://dx.doi.org/10.1002/pri.1928	NA	Physiotherapy Research International	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fabiana da Silva Soares, Natalia Foppa, Valdeci Carlos Dionisio	1358-2267,1471-2865	0	3.4	0.608	A4	2021-10-29	2023-08-28	2022-01	10.1002/pri.1928	2023-08-29	1	2021-10-29	311	NA	10.1002	Wiley	1	Crossref	55	55	0	journal-article	27	2021-10-29	http://dx.doi.org/10.1002/crossmark_policy	en	Physiotherapy Res Intl	NA	Portico	NA	NA	NA
Cuidadores de idosos em cuidados paliativos: nível de sobrecarga e sintomas depressivos	NA	http://dx.doi.org/10.1590/fm.2022.35132.0	NA	Fisioterapia em Movimento	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Luciana Aparecida Teixeira, Marisa de Carvalho Borges, Daniela Pacifico Homem de Abreu, Karen Bento Ribeiro, Suraya Gomes Novais Shimano, Lislei Jorge Patrizzi Martins	1980-5918	0	0.3	0.123	B1	2022-09-23	2023-11-27	NA	10.1590/fm.2022.35132.0	2024-03-03	NA	2022	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	0	journal-article	35	2022	NA	NA	Fisioter. mov.	NA	NA	NA	NA	NA
Desempenho motor em crianças pela Movement Assessment Battery for Children-2: revisão integrativa	NA	http://dx.doi.org/10.18554/refacs.v8i1.4449	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maria Fernanda Sabongi Izeppi, Caroline De Oliveira, Karina Pereira	2318-8413,2318-8413	0	NA	NA	B2	2020-04-26	2020-04-28	NA	10.18554/refacs.v8i1.4449	2022-04-02	1	2020-04-01	7811	126	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-04-01	NA	NA	REFACS	NA	NA	NA	NA	NA
Desenvolvimento neuropsicomotor de recém-nascidos prematuros: uma revisão sistemática	NA	http://dx.doi.org/10.5585/conssaude.v16n4.7835	NA	ConScientiae Saúde	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pollyanna Tavares Silva Fernandes, Taciane Cristina Santana, Ana Laura Nogueira, Franciele Carvalho Santos, Dernival Bertoncello	1983-9324,1677-1028	0	NA	NA	B2	2018-03-01	2024-05-09	NA	10.5585/conssaude.v16n4.7835	2024-05-10	4	2017-12-28	3664	463-470	10.5585	University Nove de Julho	1	Crossref	0	0	3	journal-article	16	2017-12-28	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Development and application of an electrical buzz wire to evaluate eye-hand coordination and object control skill in children: a feasibility study	NA	http://dx.doi.org/10.5114/hm.2022.109072	NA	Human Movement	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gustavo José Luvizutto, Ana Carolina Bruno, Sabrina Ferreira De Oliveira, Maristella Borges Silva, Luciane Aparecida Pascucci Sande de Souza	1899-1955	0	0.8	0.435	B1	2021-10-26	2024-03-22	NA	10.5114/hm.2022.109072	2024-03-22	2	2021-10-26	3061	138-144	10.5114	Termedia Sp. z.o.o.	1	Crossref	29	29	1	journal-article	23	2021-10-26	NA	NA	Hum Mov.	NA	NA	NA	NA	NA
Different cardiovascular responses to exercise training in hypertensive women receiving β-blockers or angiotensin receptor blockers: A pilot study	NA	http://dx.doi.org/10.1080/10641963.2022.2065290	NA	Clinical and Experimental Hypertension	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Igor M. Mariano, Ana Luiza Amaral, Victor Hugo V. Carrijo, Juliene G. Costa, Mateus de L. Rodrigues, Thulio M. Cunha, Guilherme M. Puga	1064-1963,1525-6006	0	3.6	0.448	B1	2022-04-24	2022-08-10	2022-07-04	10.1080/10641963.2022.2065290	2023-10-17	5	2022-04-23	301	442-450	10.1080	Informa UK Limited	1	Crossref	44	44	2	journal-article	44	2022-04-23	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Clinical and Experimental Hypertension	NA	NA	NA	NA	NA
Do the center of mass strategies change with restricted vision during the sit-to-stand task?	NA	http://dx.doi.org/10.1016/j.clinbiomech.2019.01.011	NA	Clinical Biomechanics	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mozhgan Faraji Aylar, Valdeci Carlos Dionisio, AmirAli Jafarnezhadgero	0268-0033	0	3.7	0.52	A3	2019-01-31	2019-02-25	2019-02	10.1016/j.clinbiomech.2019.01.011	2024-06-06	NA	2019-02	78	104-112	10.1016	Elsevier BV	1	Crossref	48	48	5	journal-article	62	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Clinical Biomechanics	NA	NA	NA	NA	NA
Does abdominal diastasis influence lumbar pain during gestation?	NA	http://dx.doi.org/10.5935/1806-0013.20160011	NA	Revista Dor	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marília Duarte dos Santos, Rafaela de Melo Silva, Mariana Pereira Vicente, Vanessa Pinho Palmezoni, Eliane Maria de Carvalho, Ana Paula Magalhães Resende	1806-0013	0	NA	NA	A3	2016-02-23	2016-12-26	2016	10.5935/1806-0013.20160011	2022-04-03	1	2016	3948	NA	10.5935	GN1 Genesis Network	1	Crossref	0	0	1	journal-article	17	NA	NA	en	NA	NA	NA	NA	NA	NA
Does the Kinesio Tape Provide more Knee Extensor Torque?	NA	http://dx.doi.org/10.5812/asjsm.63946	NA	Asian Journal of Sports Medicine	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mauricio dos Santos Soares, Agnaldo Jose Lopes, Patricia dos Santos Vigario, Marcio Puglia Souza, Helcio Figueiredo da Costa, Lilian Ramiro Felicio	2008-000X,2008-7209	0	1.0	0.194	B1	2018-03-11	2023-09-25	NA	10.5812/asjsm.63946	2023-09-25	1	2018-03-11	3819	NA	10.5812	Briefland	1	Crossref	43	43	3	journal-article	9	2018-03-11	http://dx.doi.org/10.5812/crossmark_update_policy	NA	Asian J Sports Med	NA	NA	NA	NA	NA
Eastchester clapping sign and networks related to spatial attention	NA	http://dx.doi.org/10.1055/s-0042-1758394	NA	Arquivos de Neuro-Psiquiatria	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gustavo José Luvizutto, Gabriel Pereira Braga, Luiz Eduardo Gomes Garcia Betting, Rodrigo Bazan	0004-282X,1678-4227	0	2.1	0.341	B2	2022-12-19	2023-04-27	2022-10	10.1055/s-0042-1758394	2023-04-27	10	2022-10	194	1077-1078	10.1055	Georg Thieme Verlag KG	1	Crossref	4	4	0	journal-article	80	2022-12-19	NA	en	Arq Neuropsiquiatr	NA	NA	NA	Portico	CLOCKSS
EDITORIAL	NA	http://dx.doi.org/10.18554/reas.v7i2.3314	NA	Revista de Enfermagem e Atenção à Saúde	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lislei Patrizzi Martins	2317-1154	0	NA	NA	B1	2018-10-15	2018-10-15	NA	10.18554/reas.v7i2.3314	2022-04-01	2	2018-10-15	7811	NA	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	7	2018-10-15	NA	NA	Rev Enferm Atenção Saúde	NA	NA	NA	NA	NA
Efeito agudo do Mat Pilates sobre a variabilidade da pressão arterial ambulatorial em mulheres após a menopausa	NA	http://dx.doi.org/10.33233/rbfex.v19i5.4239	NA	Revista Brasileira de Fisiologia do exerc&amp;iacute cio	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jaqueline Pontes Batista, Igor Moraes Mariano, Ana Luiza Amaral, Larissa Aparecida Santos Matias, Tállita Cristina Ferreira de Souza, Ana Paula Magalhães Resende, Guilherme Morais Puga	2675-1372,1677-8510	0	NA	NA	B2	2020-10-23	2022-12-05	NA	10.33233/rbfex.v19i5.4239	2023-09-24	5	2021-10-15	18483	409-420	10.33233	Convergences Editorial	1	Crossref	0	0	3	journal-article	19	2021-10-15	NA	NA	Rev Bras Fisiol Exerc	NA	NA	NA	NA	NA
Efeitos da terapia de realidade virtual no controle postural de crianças com síndrome de Down	NA	http://dx.doi.org/10.33448/rsd-v10i6.15966	NA	Research, Society and Development	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lorena Fuchs Silva, Janaine Brandão Lage, Luciane Aparecida Pascucci Sande de Souza, Rodrigo César Rosa, Fabrizio Antônio Gomide Cardoso, Ana Paula Espindula	2525-3409	0	NA	NA	C	2021-06-08	2021-06-08	NA	10.33448/rsd-v10i6.15966	2022-03-29	6	2021-06-04	19099	e41410615966	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	10	2021-06-04	NA	NA	RSD	NA	NA	NA	NA	NA
